"edad_rango","educacion","rol","anos_codigo","usa_Python","usa_R","salario_usd"
"30-34","Bachelor's degree","ML Engineer","20+ years",1,0,90000
"18-21","Master's degree","Data Analyst","5-10 years",1,0,90000
"22-24","Master's degree","Data Engineer","1-2 years",1,0,102000
"25-29","Master's degree","Research Scientist","5-10 years",1,0,
"25-29","Bachelor's degree","Student","3-5 years",1,0,10000
"25-29","Master's degree","ML Engineer","3-5 years",1,1,133000
"25-29","Bachelor's degree","Data Engineer","1-2 years",1,0,132000
"40-44","Master's degree","Data Analyst","1-2 years",1,0,162000
"35-39","Some college/university study","Data Analyst","5-10 years",1,0,44000
"30-34","Bachelor's degree","Data Scientist","3-5 years",1,0,71000
"55-59","Master's degree","Data Scientist","< 1 year",1,0,128000
"30-34","Bachelor's degree","Data Engineer","20+ years",1,1,220000
"22-24","Master's degree","Student","10-20 years",1,1,
"22-24","Bachelor's degree","Data Scientist","3-5 years",1,0,77000
"30-34","Some college/university study","Student","3-5 years",1,0,
"30-34","Master's degree","Other","10-20 years",0,0,40000
"30-34","Doctoral degree","Student","1-2 years",0,0,15000
"25-29","Bachelor's degree","Data Analyst","1-2 years",1,1,140000
"35-39","No formal education past high school","Data Scientist","3-5 years",1,1,73000
"30-34","Bachelor's degree","Research Scientist","3-5 years",1,0,109000
"25-29","Bachelor's degree","Data Analyst","3-5 years",1,0,62000
"40-44","Bachelor's degree","Research Scientist","3-5 years",0,1,114000
"22-24","Some college/university study","Data Scientist","1-2 years",0,0,92000
"50-54","Doctoral degree","Data Scientist","3-5 years",1,1,110000
"18-21","Doctoral degree","Data Scientist","< 1 year",1,0,125000
"25-29","Professional degree","Data Analyst","5-10 years",0,0,47000
"18-21","Master's degree","Data Scientist","1-2 years",1,1,127000
"50-54","Bachelor's degree","Student","10-20 years",0,0,10000
"40-44","Master's degree","Research Scientist","10-20 years",1,1,76000
"22-24","Bachelor's degree","Data Engineer","< 1 year",1,0,101000
"40-44","Bachelor's degree","Data Analyst","5-10 years",1,1,93000
"22-24","Some college/university study","Student","< 1 year",1,0,
"25-29","Doctoral degree","Data Engineer","3-5 years",1,0,137000
"22-24","Bachelor's degree","Business Analyst","10-20 years",1,0,54000
"22-24","Bachelor's degree","Research Scientist","< 1 year",1,1,119000
"22-24","Bachelor's degree","Research Scientist","1-2 years",1,0,96000
"45-49","Bachelor's degree","Software Engineer","3-5 years",0,0,50000
"18-21","Some college/university study","Student","5-10 years",1,0,5000
"22-24","Bachelor's degree","Research Scientist","1-2 years",1,1,
"35-39","Bachelor's degree","ML Engineer","3-5 years",1,0,
"30-34","Master's degree","Data Scientist","20+ years",0,1,
"22-24","Some college/university study","Business Analyst","5-10 years",0,0,86000
"25-29","Bachelor's degree","Data Scientist","< 1 year",1,0,
"60+","Bachelor's degree","ML Engineer","5-10 years",1,0,354000
"40-44","Bachelor's degree","Research Scientist","5-10 years",1,0,211000
"30-34","Bachelor's degree","Student","1-2 years",0,0,
"45-49","Master's degree","Student","< 1 year",1,0,
"40-44","Master's degree","Student","3-5 years",1,0,
"25-29","Bachelor's degree","Data Analyst","20+ years",0,0,67000
"25-29","Master's degree","Data Analyst","20+ years",0,0,47000
"25-29","Doctoral degree","Data Engineer","3-5 years",1,0,61000
"18-21","Master's degree","Software Engineer","< 1 year",0,0,67000
"18-21","Some college/university study","Research Scientist","1-2 years",1,1,68000
"22-24","Doctoral degree","Data Scientist","5-10 years",1,0,49000
"22-24","Doctoral degree","Data Scientist","5-10 years",1,0,58000
"35-39","Doctoral degree","Research Scientist","10-20 years",0,1,71000
"45-49","Master's degree","Student","10-20 years",1,1,1500
"18-21","Doctoral degree","Statistician","5-10 years",0,0,60000
"35-39","Professional degree","Data Scientist","5-10 years",0,1,78000
"25-29","No formal education past high school","ML Engineer","3-5 years",1,1,
"30-34","Master's degree","ML Engineer","10-20 years",1,0,
"30-34","Master's degree","Student","10-20 years",1,0,
"25-29","Master's degree","Data Engineer","< 1 year",1,1,111000
"25-29","Master's degree","Software Engineer","10-20 years",1,0,64000
"30-34","Master's degree","Research Scientist","1-2 years",0,0,109000
"22-24","Bachelor's degree","Data Analyst","10-20 years",0,0,29000
"22-24","Professional degree","Student","3-5 years",1,0,
"35-39","Bachelor's degree","ML Engineer","5-10 years",1,0,132000
"25-29","Master's degree","Student","5-10 years",1,0,
"18-21","Master's degree","Student","10-20 years",1,0,5000
"25-29","Master's degree","Data Scientist","5-10 years",1,1,61000
"25-29","Bachelor's degree","Data Analyst","5-10 years",1,0,43000
"30-34","Doctoral degree","ML Engineer","3-5 years",1,0,258000
"25-29","Doctoral degree","Data Scientist","5-10 years",1,1,210000
"35-39","Professional degree","Data Engineer","< 1 year",1,0,
"30-34","Professional degree","Data Analyst","5-10 years",1,0,47000
"25-29","Bachelor's degree","Statistician","1-2 years",1,1,75000
"40-44","Master's degree","Data Analyst","10-20 years",1,0,37000
"25-29","Bachelor's degree","Data Scientist","< 1 year",0,1,
"25-29","Doctoral degree","ML Engineer","10-20 years",1,0,64000
"22-24","Some college/university study","Research Scientist","5-10 years",0,1,88000
"18-21","Bachelor's degree","Other","1-2 years",1,0,60000
"35-39","Some college/university study","Statistician","20+ years",0,1,
"30-34","Master's degree","Student","1-2 years",1,0,1500
"25-29","Bachelor's degree","Student","< 1 year",1,0,
"30-34","Bachelor's degree","Statistician","3-5 years",0,1,121000
"22-24","Professional degree","Data Analyst","10-20 years",1,1,90000
"18-21","Master's degree","Student","20+ years",0,1,
"22-24","Bachelor's degree","Statistician","5-10 years",1,1,52000
"40-44","Master's degree","Software Engineer","3-5 years",1,0,40000
"22-24","Master's degree","Other","5-10 years",1,1,62000
"30-34","Bachelor's degree","ML Engineer","5-10 years",1,0,
"25-29","Bachelor's degree","Student","20+ years",1,1,
"30-34","Bachelor's degree","Data Scientist","1-2 years",1,1,124000
"35-39","Master's degree","Student","3-5 years",1,0,5000
"50-54","Doctoral degree","ML Engineer","10-20 years",1,0,252000
"50-54","No formal education past high school","Data Engineer","1-2 years",1,1,125000
"22-24","Doctoral degree","Software Engineer","3-5 years",1,0,33000
"22-24","Master's degree","Data Scientist","1-2 years",1,0,60000
"22-24","Some college/university study","Other","5-10 years",1,0,79000
"18-21","Bachelor's degree","Data Analyst","10-20 years",1,0,137000
"25-29","Doctoral degree","Software Engineer","3-5 years",1,0,60000
"45-49","Doctoral degree","Data Scientist","5-10 years",1,1,79000
"50-54","Master's degree","Other","3-5 years",1,0,62000
"30-34","Bachelor's degree","Data Scientist","20+ years",1,0,73000
"22-24","Bachelor's degree","Statistician","3-5 years",1,1,38000
"40-44","Master's degree","Research Scientist","3-5 years",0,0,52000
"22-24","Doctoral degree","Software Engineer","5-10 years",0,0,76000
"30-34","Master's degree","Research Scientist","1-2 years",0,0,156000
"22-24","Doctoral degree","Data Scientist","5-10 years",1,0,73000
"30-34","Doctoral degree","Data Engineer","3-5 years",1,1,
"35-39","Doctoral degree","Other","1-2 years",0,0,68000
"18-21","Master's degree","Research Scientist","20+ years",0,1,70000
"30-34","Doctoral degree","Software Engineer","3-5 years",1,0,113000
"30-34","Master's degree","Data Analyst","20+ years",1,1,64000
"30-34","Bachelor's degree","Software Engineer","10-20 years",1,1,119000
"45-49","Master's degree","Student","10-20 years",0,1,
"25-29","Doctoral degree","Data Scientist","5-10 years",1,0,110000
"25-29","Bachelor's degree","ML Engineer","10-20 years",1,0,98000
"30-34","Bachelor's degree","Statistician","3-5 years",1,1,53000
"25-29","Bachelor's degree","ML Engineer","5-10 years",1,0,103000
"55-59","Bachelor's degree","Data Engineer","3-5 years",1,1,95000
"30-34","Master's degree","Software Engineer","< 1 year",1,0,113000
"25-29","Master's degree","Business Analyst","3-5 years",1,0,64000
"35-39","Master's degree","Statistician","< 1 year",1,0,77000
"25-29","Bachelor's degree","Student","1-2 years",1,1,
"45-49","Bachelor's degree","Research Scientist","3-5 years",1,1,179000
"25-29","Doctoral degree","Software Engineer","3-5 years",0,0,57000
"50-54","Master's degree","Data Scientist","1-2 years",1,1,
"35-39","Master's degree","Student","< 1 year",1,1,5000
"30-34","Bachelor's degree","Data Engineer","5-10 years",1,1,
"25-29","Doctoral degree","Data Scientist","1-2 years",1,0,118000
"22-24","Bachelor's degree","ML Engineer","10-20 years",1,1,73000
"25-29","Master's degree","Data Scientist","3-5 years",1,0,46000
"22-24","Bachelor's degree","Student","< 1 year",1,0,
"40-44","Master's degree","Data Analyst","5-10 years",0,0,72000
"25-29","Master's degree","Student","10-20 years",1,0,
"18-21","Professional degree","Business Analyst","10-20 years",1,0,51000
"25-29","Master's degree","ML Engineer","1-2 years",1,0,
"25-29","Bachelor's degree","Data Scientist","5-10 years",1,1,158000
"18-21","Bachelor's degree","Research Scientist","1-2 years",1,1,44000
"30-34","Bachelor's degree","Data Scientist","3-5 years",1,0,95000
"30-34","Master's degree","Software Engineer","3-5 years",1,0,
"35-39","No formal education past high school","Research Scientist","5-10 years",0,1,69000
"60+","No formal education past high school","Data Analyst","3-5 years",1,0,115000
"18-21","Bachelor's degree","Data Analyst","3-5 years",1,0,24000
"40-44","Bachelor's degree","Student","< 1 year",1,1,
"25-29","Master's degree","Data Scientist","5-10 years",1,0,76000
"40-44","Master's degree","Student","3-5 years",1,0,20000
"30-34","Master's degree","ML Engineer","10-20 years",1,0,69000
"30-34","Bachelor's degree","Software Engineer","20+ years",1,0,56000
"50-54","Some college/university study","Software Engineer","5-10 years",1,0,113000
"22-24","Doctoral degree","Research Scientist","< 1 year",0,1,78000
"25-29","Master's degree","Student","10-20 years",1,0,
"40-44","Master's degree","Student","3-5 years",1,1,
"25-29","Bachelor's degree","ML Engineer","3-5 years",1,0,88000
"45-49","No formal education past high school","Data Scientist","10-20 years",1,0,122000
"35-39","Doctoral degree","Data Engineer","< 1 year",1,0,92000
"22-24","Master's degree","Research Scientist","< 1 year",1,0,55000
"18-21","Master's degree","Student","1-2 years",1,0,20000
"22-24","No formal education past high school","Data Engineer","10-20 years",0,0,82000
"30-34","Master's degree","Business Analyst","10-20 years",0,0,51000
"22-24","Bachelor's degree","ML Engineer","5-10 years",1,0,175000
"22-24","Master's degree","Data Engineer","1-2 years",1,0,32000
"25-29","Some college/university study","Data Analyst","3-5 years",1,0,
"30-34","Master's degree","Data Engineer","5-10 years",1,0,82000
"22-24","Bachelor's degree","Student","3-5 years",1,0,
"35-39","No formal education past high school","Student","< 1 year",1,0,5000
"35-39","Master's degree","Data Analyst","20+ years",1,0,60000
"25-29","Doctoral degree","Data Analyst","1-2 years",1,0,74000
"25-29","Master's degree","Statistician","1-2 years",1,1,105000
"35-39","Bachelor's degree","ML Engineer","3-5 years",1,1,
"22-24","Bachelor's degree","Student","20+ years",1,0,1500
"40-44","Bachelor's degree","Student","< 1 year",0,0,
"55-59","Professional degree","Software Engineer","1-2 years",0,0,152000
"45-49","Master's degree","Student","10-20 years",1,0,15000
"22-24","Some college/university study","Student","5-10 years",1,0,
"22-24","Master's degree","Data Analyst","3-5 years",1,1,50000
"40-44","Master's degree","Software Engineer","1-2 years",1,0,90000
"18-21","Some college/university study","Research Scientist","5-10 years",1,1,72000
"45-49","Professional degree","Software Engineer","1-2 years",0,0,78000
"40-44","Master's degree","ML Engineer","10-20 years",1,0,198000
"45-49","Bachelor's degree","Data Analyst","1-2 years",0,0,59000
"30-34","Master's degree","Software Engineer","1-2 years",0,0,
"40-44","Master's degree","Software Engineer","10-20 years",0,0,65000
"18-21","Bachelor's degree","Software Engineer","5-10 years",1,0,90000
"25-29","Bachelor's degree","Student","3-5 years",1,0,
"18-21","Master's degree","Student","3-5 years",1,0,
"35-39","Some college/university study","Data Analyst","5-10 years",0,0,37000
"40-44","Bachelor's degree","Software Engineer","< 1 year",0,0,63000
"30-34","Master's degree","Data Scientist","5-10 years",1,0,168000
"22-24","Master's degree","Data Scientist","3-5 years",1,0,69000
"30-34","Bachelor's degree","Research Scientist","3-5 years",1,0,36000
"35-39","Bachelor's degree","Data Analyst","< 1 year",1,0,
"22-24","Master's degree","Data Engineer","10-20 years",1,0,65000
"18-21","Master's degree","Statistician","3-5 years",1,0,70000
"30-34","Master's degree","ML Engineer","< 1 year",1,0,
"35-39","Doctoral degree","Data Engineer","3-5 years",1,0,70000
"22-24","Bachelor's degree","Software Engineer","10-20 years",1,0,96000
"30-34","Some college/university study","Software Engineer","10-20 years",0,0,37000
"30-34","Doctoral degree","Data Scientist","3-5 years",1,1,
"22-24","Bachelor's degree","Business Analyst","20+ years",1,0,
"60+","Master's degree","Software Engineer","1-2 years",1,0,34000
"18-21","Master's degree","Data Scientist","10-20 years",1,1,87000
"25-29","Master's degree","Data Scientist","5-10 years",1,1,98000
"40-44","No formal education past high school","Data Engineer","5-10 years",1,0,87000
"30-34","Doctoral degree","Data Analyst","5-10 years",1,0,67000
"35-39","Doctoral degree","Data Scientist","1-2 years",1,0,48000
"35-39","Bachelor's degree","Software Engineer","5-10 years",1,0,
"30-34","Master's degree","Software Engineer","1-2 years",1,0,167000
"30-34","Doctoral degree","Student","< 1 year",0,1,5000
"22-24","Bachelor's degree","Data Analyst","1-2 years",1,0,148000
"45-49","Bachelor's degree","Software Engineer","3-5 years",1,0,59000
"18-21","Master's degree","Data Scientist","< 1 year",1,0,67000
"25-29","Doctoral degree","Data Scientist","1-2 years",1,1,75000
"30-34","Master's degree","Data Scientist","1-2 years",1,1,77000
"45-49","Master's degree","ML Engineer","20+ years",1,0,1e+05
"35-39","Master's degree","Data Analyst","1-2 years",0,0,
"22-24","Doctoral degree","Data Analyst","1-2 years",1,0,73000
"40-44","Bachelor's degree","Software Engineer","5-10 years",0,1,
"25-29","Bachelor's degree","Student","3-5 years",1,1,
"30-34","Bachelor's degree","Data Scientist","3-5 years",1,1,135000
"22-24","Master's degree","Data Scientist","3-5 years",1,0,70000
"25-29","Master's degree","Student","3-5 years",1,0,
"25-29","Bachelor's degree","Data Analyst","20+ years",1,0,151000
"35-39","Some college/university study","Software Engineer","5-10 years",1,0,48000
"30-34","Master's degree","Data Scientist","20+ years",1,1,89000
"25-29","Doctoral degree","Business Analyst","5-10 years",0,0,45000
"22-24","Master's degree","Data Scientist","20+ years",1,0,156000
"25-29","Bachelor's degree","Data Analyst","5-10 years",0,1,
"25-29","Bachelor's degree","Software Engineer","20+ years",1,0,
"25-29","Bachelor's degree","Business Analyst","< 1 year",1,0,43000
"25-29","Some college/university study","Data Analyst","10-20 years",1,0,76000
"18-21","Doctoral degree","Data Scientist","3-5 years",1,0,63000
"35-39","Doctoral degree","Research Scientist","< 1 year",1,0,
